Carspaces,Bathrooms,Bedrooms,Address,Price,Type,Date_time,Date,Area,Name
2,2,4,"23 Jacqueline Road, Mount Waverley",,House,Inspection Thu 18 Sep 1:30 pm,Inspection Thu 18 Sep,741m²,Alaine Fourie
2,2,3,"1C Bainbridge Avenue, Seaford","$790,000 - $860,000",House,,,,Michelle Stephens
2,2,2,"106/201 Whitehorse Road, Balwyn","$690,000 - $750,000",Apartment,Inspection Thu 18 Sep 2:30 pm,Inspection Thu 18 Sep,97m²,Jie Zhang
,,,,,,,,,
2,,4,"9 Johnson Street, Hawthorn","$2,900,000 - $3,100,000",House,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,,Peter Vigano
,,,,,,,,,
1,1,2,"5/15 Somerset Street, Richmond","$540,000 - $580,000",Apartment,Inspection tomorrow 12:00 pm,Inspection tomorrow,,Lee Muddle
1,1,2,"7/1219-1221 Riversdale Road, Box Hill South","$330,000 - $350,000",Apartment,,,65m²,Angelina Xu
,1,1,"407/626 Heidelberg Road, Alphington",,Apartment,Inspection Wed 17 Sep 5:30 pm,Inspection Wed 17 Sep,60m²,Yin Yin Loh
1,1,2,"11/48 Locksley Road, Ivanhoe","$770,000 - $840,000",Unit,Inspection Wed 17 Sep 2:00 pm,Inspection Wed 17 Sep,111m²,Daniel O'Regan
,,,,,,,,,
4,,6,"18 Cascade Street, Balwyn North","$2,700,000 - $2,900,000",House,Inspection Thu 18 Sep 2:30 pm,Inspection Thu 18 Sep,836m²,Daiman Kane
1,1,1,"27/563 Glenferrie Road, Hawthorn","$390,000 - $410,000",Apartment,Inspection Thu 18 Sep 1:15 pm,Inspection Thu 18 Sep,,Charlie Richardson
1,1,1,"37-39 Rochester Road, Canterbury",,House,,,"3,276m²",Leo Xu
1,3,4,"3/25 Holroyd Street, Seaford","$720,000-$770,000",Townhouse,Inspection Wed 17 Sep 4:30 pm,Inspection Wed 17 Sep,,Daniel Keleher
3,3,3,"39 Mills Boulevard, Alphington",,,,,250m²,
,,,,,,,,,
2,2,4,"10 Heather Court, Hawthorn East",,House,,,,Sophie Su
1,1,2,"1403/9-11 Prospect Street, Box Hill","Asking $600,000",Apartment,,,75.2m²,Freeman Li 李
2,3,4,"15 Hay Street, Box Hill",,,,,,
1,1,1,"936-938 Toorak Road, Camberwell",,,,,77.3m²,
2,1,3,"9 Hadley Street, Seaford","$650,000 - $700,000",House,,,869m²,John Walsh
,,,,,,,,,
2,3,4,"73 Guildford Road, Surrey Hills",,House,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,776m²,Walter Dodich
1,1,2,"2/3 Leigh Street, Mount Waverley",,Unit,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,,Dean Brooks
2,1,3,"78 Bond Street, Ivanhoe","$1,500,000 - $1,600,000",House,Inspection Thu 18 Sep 4:00 pm,Inspection Thu 18 Sep,686m²,James Goulopoulos
1,2,2,"201/80 Lynch Street, Hawthorn","$550,000 - $600,000",Apartment,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,,Tim Heavyside
1,1,2,"302/12 Trenerry Crescent, Abbotsford","$590,000 - $610,000",Apartment,Inspection tomorrow 12:30 pm,Inspection tomorrow,,Lewis Persano
,,,,,,,,,
1,2,3,"1/27 Chestnut Street, Surrey Hills","Auction this Sat at 2pm $960,000 - $1,050,000",Unit,Inspection Thu 18 Sep 4:30 pm,Inspection Thu 18 Sep,224m²,Demi Liu
1,1,1,"UG08/35 Camberwell Road, Hawthorn East","$395,000 - $429,000",Apartment,,,,Ali Liaqat
2,2,3,"16 Iramoo Street, Balwyn","$1,690,000-$1,790,000",House,Inspection Thu 18 Sep 4:00 pm,Inspection Thu 18 Sep,402m²,John Zhang
1,1,2,"408/31 Queens Avenue, Hawthorn","$530,000 - $560,000",Apartment,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,,Adam Cusinato
2,1,3,"84 Lucerne Crescent, Alphington","Auction $2,300,000 - $2,500,000",House,Inspection Wed 17 Sep 6:15 pm,Inspection Wed 17 Sep,,Luke Sacco
,,,,,,,,,
2,1,3,"21 Inverness Way, Balwyn North","$2,350,000 - $2,550,000",House,Inspection Sat 20 Sep 12:00 pm,Inspection Sat 20 Sep,794m²,Aaron Zhao
,,,,,,,,,
1,1,1,"Unit 10/59-61 Green St, Ivanhoe","$390,000 - $420,000",Unit,,,,Richard Stockman
1,1,2,"7/3 High Road, Camberwell","$700,000 - $770,000",Villa,Inspection Thu 18 Sep 10:00 am,Inspection Thu 18 Sep,,Sean Evans
1,1,4,"10 Terang Avenue, Burwood East",,House,Inspection Thu 18 Sep 5:00 pm,Inspection Thu 18 Sep,530m²,Connor Sun
2,2,2,"7/18A Ivanhoe Parade, Ivanhoe","$980,000 - $1,030,000",Apartment,,,,Paul Carbone
,,,,,,,,,
6,3,4,"586 Nepean Highway, Bonbeach","ABSOLUTE BEACHFRONT + LIFT $3,800,000 - $4,180,000",House,,,,Garry Donovan
2,2,3,"1/13 Shenfield Avenue, Chelsea","$1,300,000-$1,350,000",Townhouse,Inspection Sat 20 Sep 9:00 am,Inspection Sat 20 Sep,,Daniel Wright
1,2,3,"32 Studley Street, Abbotsford","$1,200,000 - $1,250,000",House,Inspection Wed 17 Sep 5:30 pm,Inspection Wed 17 Sep,,Lee Muddle
,1,2,"11 South Park Street, Northcote","$880,000 - $940,000",Townhouse,Inspection Thu 18 Sep 1:45 pm,Inspection Thu 18 Sep,,Ben Flannagan
,,"1,226m²","282-284 Balwyn Road, Balwyn North","$3,000,000 - $3,150,000",Residential land,,,"1,226m²",Nick O'Halloran
,,,,,,,,,
3,2,4,"2 Chaleyer Street, Glen Iris",,House,Inspection Sat 20 Sep 9:30 am,Inspection Sat 20 Sep,989m²,Jordan Kamaretsos
1,,4,"33 Welfare Parade, Glen Iris","Book Via Appointment $2,050,000",House,,,720m²,Tai Menahem
,1,2,"5 Dickens Street, Richmond","$1,150,000 - $1,250,000",House,Inspection Wed 17 Sep 1:00 pm,Inspection Wed 17 Sep,,Ken Griffith
1,1,2,"8 Gordon Grove, Northcote","$1,300,000 - $1,400,000",House,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Paula Beavis
2,1,2,"1/6-8 Shenfield Avenue, Bonbeach","Auction $780,000-$850,000",Unit,Inspection Wed 17 Sep 5:15 pm,Inspection Wed 17 Sep,,Ben Connolly
,,,,,,,,,
2,2,3,"5/4 Kireep Road, Balwyn","$800,000 - $850,000",Townhouse,Inspection tomorrow 11:00 am,Inspection tomorrow,,David Banks
1,2,2,"106/1066-1068 Heidelberg Road, Ivanhoe","$1,050,000",Apartment,Inspection Sat 20 Sep 1:30 pm,Inspection Sat 20 Sep,140m²,Bryce Patterson
1,2,2,"10/3 Inner Harbour Drive, Patterson Lakes","$695,000 - $745,000",Apartment,,,,Justin Maher
3,,4,"2/32 Relowe Crescent, Balwyn","$2,100,000 - $2,300,000",House,,,,Mark Read
1,2,2,"318/10 Mills Boulevard, Alphington","$780,000 - $820,000",Townhouse,Inspection Sat 20 Sep 1:45 pm,Inspection Sat 20 Sep,,Malinda Martin
,,,,,,,,,
1,1,2,"20/3-5 Kireep Road, Balwyn","$570,000 - $625,000",Apartment,Inspection Wed 17 Sep 4:00 pm,Inspection Wed 17 Sep,,Daniel O'Regan
3,,5,"78 Through Road, Camberwell","2,500,000-$2,750,000",House,Inspection Wed 17 Sep 5:00 pm,Inspection Wed 17 Sep,966m²,Nini Tan
1,1,2,"130 McLeod Road, Patterson Lakes",,,,,,
1,2,2,"411/1 Bent Street, Northcote",,Apartment,,,,Joseph Sassine
,1,3,"108 Emmaline Street, Northcote","$1,400,000 - $1,450,000",House,Inspection tomorrow 12:45 pm,Inspection tomorrow,,Michael Amarant
,,,,,,,,,
1,1,2,"13/15-19 Dobell Drive, Chelsea","$595,000 - $650,000",Unit,,,,Dimitris Koptis
,,,,,,,,,
1,4,4,"7/398 Elgar Road, Box Hill","$1,350,000-$1,450,000",Townhouse,,,,Tony Che
1,1,2,"202/160 Union Road, Surrey Hills","$630,000 - $690,000",Apartment,Inspection Thu 18 Sep 2:00 pm,Inspection Thu 18 Sep,,Adele Mirabella
1,2,2,"G07/50 Seymour Grove, Camberwell","$790,000",Apartment,,,,Brendan Cain
1,2,2,"109/11 Shamrock Street, Abbotsford","$550,000-$600,000",Apartment,Inspection Sat 27 Sep 10:20 am,Inspection Sat 27 Sep,,Cactus Li
,,,,,,,,,
2,,2,"21/2-6 New Street, Richmond","$900,000 - $990,000",Townhouse,Inspection Wed 17 Sep 12:45 pm,Inspection Wed 17 Sep,,Trent Stewart
1,1,3,"12/51-57 Gladesville Boulevard, Patterson Lakes","$680,000 - $730,000",Unit,,,273m²,Hamish Mitchell
2,3,4,"77A Broadway, Bonbeach","$1,400,000 - $1,540,000",Townhouse,Inspection Wed 17 Sep 12:00 pm,Inspection Wed 17 Sep,394m²,Kristyn Buckley
2,,3,"2, 5/311 Blackburn Road, Mount Waverley","$1,29,000-$1,410,000",Townhouse,,,229m²,Mark
1,2,2,"310/3 Tannock Street, Balwyn North","$710,000 - $780,000",Apartment,,,,Brett Vanderwert
,,,,,,,,,
,1,1,"721/627 victoria street, Abbotsford","$430,000-$450,000",Apartment,,,51m²,Michael Wu
,,,"4 Wilson Grove, Seaford","$875,000-$925,000",Residential land,,,,Daniel Keleher
2,2,3,"2/29 Kemp Avenue, Mount Waverley",,Townhouse,Inspection Wed 17 Sep 5:15 pm,Inspection Wed 17 Sep,224m²,Nicholas Richards
3,3,4,"27a Pembroke Street, Surrey Hills","$3,300,000 - $3,630,000",House,Inspection Thu 18 Sep 10:00 am,Inspection Thu 18 Sep,472m²,Ripple Wu
1,1,1,"108/550 High Street, Northcote","Price Guide  - $430,000 - $460,000",Apartment,,,,John Bisignano
,,,,,,,,,
2,2,4,"32 East Road, Seaford","$1,050,000 -$1,150,000",House,,,"1,136m²",Chris Zhang
1,1,1,"4/69 Station Street, Fairfield","$350,000-$385,000",Apartment,Inspection Wed 17 Sep 5:15 pm,Inspection Wed 17 Sep,,Mark Britt
2,2,3,"29 Kingston Street, Glen Iris","$2,200,000",House,,,,John Morrisby
,1,1,"5 East Road, Seaford","$680,000 - $748,000",House,,,610m²,Dimitris Koptis
,1,3,"99 Duke Street, Richmond",$1.3m-$1.4m,House,Inspection Wed 17 Sep 12:45 pm,Inspection Wed 17 Sep,,Phoebe Hnarakis
,,,,,,,,,
1,2,2,"3/80 Cutter Street, Richmond",$1m-$1.1m,Townhouse,Inspection Wed 17 Sep 12:45 pm,Inspection Wed 17 Sep,,Emily Sayers
1,1,2,"141/73 River Street, Richmond","$630,000-$690,000",Apartment,Inspection Wed 17 Sep 12:45 pm,Inspection Wed 17 Sep,,Julie Taylor
1,1,2,"13/16 The Esplanade, Clifton Hill","$590,000-$640,000",Apartment,Inspection Thu 18 Sep 12:45 pm,Inspection Thu 18 Sep,,Julie Taylor
1,1,2,"3/12 Sparks Avenue, Fairfield","Auction $750,000 - $820,000",Townhouse,Inspection Wed 17 Sep 6:00 pm,Inspection Wed 17 Sep,,Aiden Ganino
1,1,2,"809/8 Grosvenor Street, Abbotsford","$520,000 - $560,000",Apartment,Inspection Wed 17 Sep 12:30 pm,Inspection Wed 17 Sep,,Karen Chung
,,,,,,,,,
1,1,1,"16/129-131 Riversdale Road, Hawthorn","$410,000- $430,000",Apartment,,,,Sunny Sharma
,,,,,,,,,
2,1,3,"5 Westbank Terrace, Richmond","Expressions of Interest $3,000,000 - $3,300,000",House,,,705m²,Luke Schickerling
2,3,3,"700 Heidelberg Road, Alphington",,,,,210m²,
4,4,4,"5 Grange Avenue, Canterbury",,House,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,"1,222m²",Sophie Su
2,2,3,"408/125  Bell St, Ivanhoe","$1,000,000-$1,100,000",Apartment,,,152.4m²,Leon Li
,,,,,,,,,
2,,3,"2/39 Yeneda Street, Balwyn North","$1,800,000",Townhouse,,,,Juliette Zhou
2,2,4,"42 Brandon Street, Glen Iris","$3,395,000",House,Inspection Wed 17 Sep 1:00 pm,Inspection Wed 17 Sep,650m²,Jesse Matthews
2,3,4,"4 Park Lane, Mount Waverley",,House,Inspection Wed 17 Sep 12:30 pm,Inspection Wed 17 Sep,916m²,Sue Kelly-Brown
,1,2,"70 Stafford Street, Abbotsford","$1,275,000 - $1,350,000",House,Inspection Wed 17 Sep 1:00 pm,Inspection Wed 17 Sep,,Lee Muddle
,1,1,"4/219 Burke Road, Glen Iris","$365,000",Apartment,,,,Michael Rosano
,,,,,,,,,
1,1,2,"129/100 Broadway, Bonbeach","$285,000",Unit,,,,Luke Howard
1,2,2,"201/33 Harrow Street, Box Hill","$450,000 to $480,000",Apartment,,,,Graham Hicks
1,2,2,"2/1a Hamilton Street, Alphington","$720,000 - $790,000",House,Inspection Wed 17 Sep 12:30 pm,Inspection Wed 17 Sep,,Theo Angelopoulos
1,1,2,"411/20 Shamrock Street, Abbotsford","$415,000",Apartment,Inspection Sat 20 Sep 10:00 am,Inspection Sat 20 Sep,,Maha Yehia
2,5,5,"11 Nerissa Street, Glen Iris","$3,000,000 - $3,300,000",House,Inspection Thu 18 Sep 10:00 am,Inspection Thu 18 Sep,702m²,Yili Ma
,,,,,,,,,
2,2,2,"506/771 Toorak Road, Hawthorn East","$730,000 to $790,000",Apartment,Inspection Thu 18 Sep 12:30 pm,Inspection Thu 18 Sep,130m²,Toni El-Helou
2,1,3,"60 Essex Road, Mount Waverley","$865,000",House,Inspection Sat 20 Sep 11:00 am,Inspection Sat 20 Sep,215m²,Tim Heavyside
1,1,2,"43 Alexander Street, Clifton Hill","$1,250,000 - $1,300,000",House,Inspection Thu 18 Sep 5:45 pm,Inspection Thu 18 Sep,,Charles Atkins
1,2,2,"909/545 Station Street, Box Hill","$640,000-660,000 Forthcoming Auction",Apartment,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,73m²,Rachel Cao
3,,5,"18 Mowbray Street, Hawthorn East","$5,050,000-$5,500,000",House,Inspection Thu 18 Sep 4:30 pm,Inspection Thu 18 Sep,"1,066m²",Annabelle Feng
,,,,,,,,,
1,1,1,"4/5-7 Princes St, Abbotsford","$300,000 - $330,000",Apartment,Inspection Sat 20 Sep 12:00 pm,Inspection Sat 20 Sep,,Antonio Lorusso
1,2,3,"47/5 Thompson Road, Patterson Lakes","$540,000 - $580,000",Apartment,Inspection Wed 17 Sep 4:00 pm,Inspection Wed 17 Sep,,Lilly Clarke
2,3,5,"22 Leura Grove, Hawthorn East",,House,,,884m²,Sam Christensen
1,1,2,"402/10 Trenerry Crescent, Abbotsford","$450,000 - $495,000",Apartment,Inspection Sat 20 Sep 3:00 pm,Inspection Sat 20 Sep,,Abdul Allouche
2,3,4,"1 Bellman Lane, Glen Iris",,House,,,,Jack Moss
,,,,,,,,,
2,,3,"18 Slater Street, Northcote","$2,000,000 - $2,200,000",House,Inspection Wed 17 Sep 5:00 pm,Inspection Wed 17 Sep,477m²,Nigel Harry
,,,,,,,,,
1,1,2,"3/29 Ashburn Grove, Ashburton","$690,000 - $740,000",Unit,Inspection Wed 17 Sep 5:15 pm,Inspection Wed 17 Sep,,Dario Casale
3,,5,"7 Gould Street, Balwyn North","$2,500,000 - $2,750,000",House,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,780m²,Simon Lord
1,1,2,"516/4-14 Burke Avenue, Hawthorn East",,Unit,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,,Adam Garvey
1,1,3,"73 Monterey Boulevard, Frankston North","$693,000 - $753,000",House,Inspection Sat 20 Sep 9:15 am,Inspection Sat 20 Sep,725m²,Tony Che
,,,,,,,,,
2,2,4,"33 Gardenia Road, Balwyn North","Private Sale | $2,050,000",House,,,,Cherie Sun
3,,3,"Penthouse/9 Porter Street, Hawthorn East","$5,100,000",Apartment,,,300m²,Luke Schickerling
1,2,2,"G01/439 Camberwell Road, Camberwell",,Apartment,,,,Khom Falla
2,,4,"80 Longview Road, Balwyn North","$1,800,000 - $1,900,000",House,Inspection Thu 18 Sep 1:45 pm,Inspection Thu 18 Sep,719m²,Daiman Kane
1,2,2,"8 Murray Street, Abbotsford","$1,500,000 - $1,650,000",House,,,357m²,Loretta Khoo
,,,,,,,,,
4,2,4,"2 Heather Court, Hawthorn East",,House,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,748m²,Jamie Mi
2,2,3,"65 Parkview Road, Alphington",,,,,211.5m²,
,2,4,"59A Somerset Street, Richmond","$1,380,000-$1,480,000",Townhouse,,,,Elle Zhu
2,3,4,"35 Sparks Avenue, Fairfield",THE DEAL: $1.85M - $1.975M,House,Inspection Wed 17 Sep 6:00 pm,Inspection Wed 17 Sep,,Gabriel Tasevski
2,,3,"2/455 Camberwell Road, Camberwell",,House,Inspection tomorrow 12:00 pm,Inspection tomorrow,,Steve Burke
,,,,,,,,,
,1,3,"18 Edwin Street, Ivanhoe",,House,,,631m²,Elisse Farquhar
2,3,3,"815 Heidelberg Road, Alphington","$2,100,000 - $2,300,000",House,Inspection Thu 18 Sep 1:30 pm,Inspection Thu 18 Sep,695m²,Mark Josem
1,1,2,"20 Walker Street, Northcote",,,,,,
1,1,1,"10/2 Rotherwood Street, Richmond",,Apartment,,,,Miki Petrovic
1,2,2,"507D/615 Victoria Street, Abbotsford","Private Sale $570,000-$625,000",Apartment,Inspection Wed 17 Sep 12:45 pm,Inspection Wed 17 Sep,,Ignacio Rodriguez
,,,,,,,,,
3,,4,"6 Ian Street, Balwyn",,House,Inspection Thu 18 Sep 1:30 pm,Inspection Thu 18 Sep,661m²,Yili Ma
3,,5,"24 Mowbray Street, Hawthorn East",,House,Inspection Wed 17 Sep 11:00 am,Inspection Wed 17 Sep,"1,065m²",Grant Samuel
3,,4,"6 Arthur Street, Surrey Hills","$2,450,000",House,Inspection Thu 18 Sep 11:30 am,Inspection Thu 18 Sep,,Kellie Liu
1,1,2,"206/69 Marshall Street, Ivanhoe","Private Sale  $560,000",Apartment,Inspection Sat 20 Sep 3:30 pm,Inspection Sat 20 Sep,,Monica Chen
,1,2,"4/11 Embankment Grove, Chelsea",,Unit,Inspection Thu 18 Sep 5:45 pm,Inspection Thu 18 Sep,109m²,Karan Vaghela
,,,,,,,,,
1,1,1,"108/26 Merri Parade, Northcote","$390,000 - $420,000",Apartment,,,,Pam Kaur
,,,,,,,,,
5,,5,"29 Jellicoe Street, Ivanhoe","$2,700,000-$2,950,000",House,Inspection Thu 18 Sep 6:00 pm,Inspection Thu 18 Sep,782m²,Sahil Kakar
2,2,3,"10 Temple Street, Hawthorn East","$1,575,000",House,Inspection tomorrow 5:00 pm,Inspection tomorrow,,Lloyd Lawton
1,1,2,"1/43 Patterson Street, Bonbeach","$550,000 - $595,000",Apartment,,,,Kristyn Buckley
1,1,1,"108/8 Burnley Street, Richmond",,Apartment,,,55m²,Janice Sae
,,,,,,,,,
2,,3,"204/2 Gascoyne Street, Canterbury","$2,195,000",Apartment,,,,Campbell Ward
2,4,5,"24 Maylands Avenue, Balwyn North","$4,495,000",House,,,632m²,Cherie Xie
4,2,3,"24 Tiller Lane, Patterson Lakes","$885,000-$945,000",House,,,,Danny O'Brien
2,2,3,"101/10 MILLS BLVD, Alphington","$1,330,000 - $1,380,000",Townhouse,,,255m²,Param Randhawa
2,2,2,"27/117 McLeod Road, Patterson Lakes","$660,000-$725,000 | Private Sale",Apartment,Inspection Thu 18 Sep 2:00 pm,Inspection Thu 18 Sep,,Genevieve Hill
,,,,,,,,,
1,2,2,"224/25 Trent Street, Glen Iris","$640,000 – $660,000",Apartment,,,85m²,Sarah Lam
3,2,3,"105/1A Yarra Street, Hawthorn","$2,650,000",Apartment,Inspection Sat 20 Sep 10:45 am,Inspection Sat 20 Sep,,Lloyd Lawton
1,1,1,"203/174 Burnley Street, Richmond","$460,000 - $500,000",Apartment,Inspection Wed 17 Sep 11:45 am,Inspection Wed 17 Sep,,Naveen Nagaraj
4,2,4,"7 West Court, Camberwell","$2,200,000",House,,,591m²,David Fileccia
1,1,1,"101/7 Riversdale Road, Hawthorn","$520,000 - $570,000",Apartment,,,,Jackie Chu
,,,,,,,,,
1,2,2,"109/985 Heidelberg Road, Ivanhoe","$649,000",Apartment,,,,Mark Britt
4,2,5,"7 Clifford Close, Ashburton","$2,900,000",House,,,"1,021m²",Joy Zhang
2,2,3,"22/1559-1567 High Street, Glen Iris",,Apartment,Inspection Sat 20 Sep 12:00 pm,Inspection Sat 20 Sep,,Jamie Mi
2,1,2,"3/2 June Crescent, Glen Iris",,Unit,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,137m²,Nick Kamaretsos
1,2,3,"2503/545 Station Street, Box Hill",,Apartment,,,,Alvin Lam
,,,,,,,,,
1,1,3,"2/26-28 Barnsbury Road, Deepdene","$1,120,000",Unit,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Vicky Chen
1,2,2,"3/2 Bringa Avenue, Camberwell",,Unit,,,,Jonathon O'Donoghue
1,2,2,"1101,1401/34-36 Prospect Street, Box Hill","Private Sale $640,000  to $690,000",Apartment,,,83m²,Jenny Zhang
2,1,3,"47 Arthurton Road, Northcote","SALE $1,350,000 - $1,400,000",House,Inspection Wed 17 Sep 5:00 pm,Inspection Wed 17 Sep,,Leon Phillips
2,2,4,"19a Severn Street, Balwyn North","$1,800,000 - $1,980,000",House,Inspection Thu 18 Sep 12:30 pm,Inspection Thu 18 Sep,,William Chen
,,,,,,,,,
2,3,4,"7/2 Montgomery Avenue, Mount Waverley",,Townhouse,Inspection Thu 18 Sep 5:30 pm,Inspection Thu 18 Sep,,Stephen Huang
,,,,,,,,,
1,1,3,"8 Pickford Street, Burwood East","$900,000",House,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,,Tynan Carr
1,1,1,"7/107 Victoria Road, Hawthorn East","$485,000 - $515,000",Apartment,,,,Shawn White
1,1,2,"17/2-12 Temple Street, Ashwood","$600,000 - $660,000",Unit,Inspection Thu 18 Sep 3:00 pm,Inspection Thu 18 Sep,,Antony Woodley
2,,3,"2/37 Shelley Street, Richmond","$1,699,000",Townhouse,,,151m²,Georgina Mellick
,,,,,,,,,
2,3,5,"14 Orion Street, Balwyn North",,House,,,766m²,Nick Fletcher
1,2,2,"1058 Toorak Road, Camberwell",,,,,126.8m²,
4,1,4,"10 Holbeach Street, Burwood East",,House,,,552m²,Kelly Cheng
1,1,1,"4/574 Glenferrie Road, Hawthorn","$400,000 - $430,000",Apartment,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Chris Hingston
2,2,4,"32 Tuxen Street, Balwyn North","$3,200,000 - $3,500,000",House,Inspection Thu 18 Sep 4:30 pm,Inspection Thu 18 Sep,"1,012m²",Lily Zhang
,,,,,,,,,
2,3,3,"701/19-21 Poplar Street, Box Hill","$1,300,000 - $1,400,000",Apartment,,,176m²,John Zhang
1,,2,"107/10 Trenerry Crescent, Abbotsford",,Apartment,Inspection Sat 20 Sep 10:15 am,Inspection Sat 20 Sep,85m²,Alexander Subotsch
1,2,2,"706/15 Irving Avenue, Box Hill","$600,000-$630,000",Apartment,Inspection tomorrow 4:00 pm,Inspection tomorrow,,Nick Tang
1,1,1,"419/2 Golding Street, Hawthorn","Expressions of Interest $370,000 - $405,000",Apartment,,,,Trent Stewart
2,3,4,"64A Gordon Street, Balwyn",,House,Inspection Thu 18 Sep 11:45 am,Inspection Thu 18 Sep,,Helen Yan
,,,,,,,,,
1,2,3,"45 Through Road, Camberwell","$1,750,000",House,Inspection Wed 17 Sep 12:45 pm,Inspection Wed 17 Sep,,Colby Maddocks
2,2,3,"108-110 Huntingdale Road, Mount Waverley","$3,250,000 - $3,500,000",House,,,"1,560m²",Peter Alamaras
3,1,3,"30 Maysia Street, Canterbury","$2,800,000",House,,,702m²,Sebastian Scanlon
4,2,4,"28 Graham Pl, Box Hill",,House,,,"1,098m²",Joanna Zhou
4,2,3,"19 Smyth Street, Mount Waverley",,House,Inspection Wed 17 Sep 5:00 pm,Inspection Wed 17 Sep,655m²,Jack Qi
,,,,,,,,,
1,2,2,"2808/828 Whitehorse Road, Box Hill","$599,000",Apartment,,,,Jee Chin
2,2,8,"378-380 Waverley Road, Mount Waverley",,House,,,"1,596m²",Sergey Martynov
1,1,2,"2/241 Waterdale Road, Ivanhoe","PRIVATE SALE $520,000-$570,000",Apartment,Inspection Thu 18 Sep 4:00 pm,Inspection Thu 18 Sep,,Gordon Hope
2,1,3,"28 Lancaster Street, Ashburton","$1,300,000 - $1,400,000",House,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,636m²,David Macmillan
4,2,4,"15 - 15A Fordham Avenue, Camberwell","$2,780,000 to $ 3,058,000",House,Inspection Sat 20 Sep 12:45 pm,Inspection Sat 20 Sep,772m²,Toni El-Helou
,,,,,,,,,
1,2,2,"1401/154 Cremorne Street, Richmond",,Apartment,,,,Henry Rutherfurd
,,,,,,,,,
1,1,3,"2/12 Rubens Grove, Canterbury","$1,150,000 - $1,250,000",Unit,Inspection Thu 18 Sep 12:30 pm,Inspection Thu 18 Sep,,Adele Mirabella
2,2,3,"1/53 Norman Street, Ivanhoe",$1.65m,Townhouse,,,,Sheryl Emerson
1,2,1,"147 Robinson Road, Hawthorn",,,,,80m²,
1,1,1,"7/136 High Street, Northcote","$420,000",Apartment,,,52m²,James Davis
,,,,,,,,,
,1,1,"21/5 Archibald Street, Box Hill","$175,000-$185,000",Apartment,Inspection Sat 20 Sep 12:30 pm,Inspection Sat 20 Sep,,Nick Tang
,,702m²,"5 Donald Street, Mount Waverley",,Residential land,Inspection Thu 18 Sep 2:30 pm,Inspection Thu 18 Sep,702m²,Jing Chen
1,1,2,"7/1349 Toorak Road, Camberwell","$690,000-$750,000",Unit,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Neil Zheng
2,4,5,"2 Gilmour Road, Camberwell","$2,380,000",House,Inspection tomorrow 12:00 pm,Inspection tomorrow,577m²,Isabella Lu
1,1,1,"316/8 Garfield Street, Richmond",,Apartment,,,,Annamaria Stella
,,,,,,,,,
2,3,4,"Address available on request, Ashwood",,Townhouse,,,,Tony Che
2,3,5,"18 Crow Street, Burwood East",,House,Inspection Thu 18 Sep 5:30 pm,Inspection Thu 18 Sep,598m²,Nicholas Richards
2,2,3,"1/38 Aylmer Street, Balwyn North","Auction $1,700,000 - $1,850,000",House,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Laurence Murphy
2,1,2,"8/35 Grange Road, Fairfield","AUCTION: $490,000 - $520,000",Apartment,Inspection Wed 17 Sep 6:15 pm,Inspection Wed 17 Sep,,Liam Carrington
2,3,4,"7 Nott Street, Balwyn","$3,588,000",House,,,701m²,Annabelle Feng
,,,,,,,,,
2,2,3,"1/48 Pinewood Drive, Mount Waverley",,Townhouse,Inspection Wed 17 Sep 11:45 am,Inspection Wed 17 Sep,,Anna Du
1,1,1,"109/115 Church Street, Richmond",,Apartment,,,,James Vine
2,3,4,"25 Perth Street, Blackburn South","AUCTION $2,300,000 - $2,500,000",House,Inspection Thu 18 Sep 1:30 pm,Inspection Thu 18 Sep,669m²,Juliette Zhou
2,,3,"2/10 Boorool Road, Kew East",,Unit,Inspection Thu 18 Sep 4:45 pm,Inspection Thu 18 Sep,,Sandra Sutikno
2,2,3,"103/890 Toorak Road, Camberwell","$1,499,500",Apartment,,,,Brad Cooper
,,,,,,,,,
1,2,3,"5/284 High Street, Northcote","Private Sale $889,000",Townhouse,Inspection Thu 18 Sep 5:00 pm,Inspection Thu 18 Sep,,Tom Alexiadis
